Date,TSLA,BND,SPY
2015-07-02,,,
2015-07-06,,,
2015-07-07,,,
2015-07-08,,,
2015-07-09,,,
2015-07-10,,,
2015-07-13,,,
2015-07-14,,,
2015-07-15,,,
2015-07-16,,,
2015-07-17,,,
2015-07-20,,,
2015-07-21,,,
2015-07-22,,,
2015-07-23,,,
2015-07-24,,,
2015-07-27,,,
2015-07-28,,,
2015-07-29,,,
2015-07-30,,,
2015-07-31,0.028052358482792476,0.0022512728767385025,0.0073479097023660764
2015-08-03,0.02686208402605611,0.002244746296019468,0.007394502000528526
2015-08-04,0.02751899299199424,0.0022975031279579205,0.007376303493523843
2015-08-05,0.026109652557386072,0.002322313678754961,0.0072899965550930245
2015-08-06,0.030969519138102756,0.0022402655808025514,0.006467161742033731
2015-08-07,0.030957417217059836,0.0021531291568402744,0.0064921438929604934
2015-08-10,0.03091922796549111,0.0019205090051878661,0.006492830707220638
2015-08-11,0.03084883674116232,0.001957258762553892,0.006374267968135839
2015-08-12,0.030641358342287615,0.0019486157488989276,0.006298096062113555
2015-08-13,0.03102079834203395,0.001953911409090515,0.006300889645509964
2015-08-14,0.030815959156149566,0.0019584182159623304,0.0060756461656208
2015-08-17,0.03209263329931908,0.0019867928291958147,0.006219705316749821
2015-08-18,0.031863181766153624,0.002010313854411113,0.006238923474118011
2015-08-19,0.02991765410706885,0.0021063580024388816,0.0064035772325436
2015-08-20,0.031761855896869896,0.0021083503343774443,0.007767387634601831
2015-08-21,0.03309939483613635,0.002080913119514344,0.00992726011362989
2015-08-24,0.03453503208223043,0.002085227947585178,0.013055087891491806
2015-08-25,0.03351148384175841,0.002197335154609026,0.013152892434315663
2015-08-26,0.03195949900300989,0.0023694472047620235,0.015799236755768484
2015-08-27,0.03729477336269661,0.002378411120680754,0.0168262566047295
2015-08-28,0.037595934029452424,0.002379237536112499,0.016824770421039355
2015-08-31,0.037612019275062254,0.0022719289741643394,0.01686567555334724
2015-09-01,0.038341792384528804,0.0022785778091187403,0.01786620357927649
2015-09-02,0.03894980709384268,0.0021554448882424968,0.01856328980511028
2015-09-03,0.03876590068284038,0.0021280753748001316,0.018527240206253317
2015-09-04,0.03367845793994479,0.00218618209983452,0.01868142968593748
2015-09-08,0.03396947730717284,0.002216135274311878,0.019705588056994686
2015-09-09,0.03392899059757283,0.0021654329161819134,0.019539092885320873
2015-09-10,0.033701390573495436,0.002037783516075582,0.0195902986595104
2015-09-11,0.03371471462592653,0.00209696905205715,0.019638275516731387
2015-09-14,0.033597508087983424,0.0020465793842919626,0.019636683593362937
2015-09-15,0.03359834211021807,0.002243122119401308,0.019875421424169957
2015-09-16,0.03274216804169996,0.002198085074813108,0.01994827554464423
2015-09-17,0.03240098835633106,0.002517004177447966,0.019947679334435624
2015-09-18,0.03205665139356233,0.0024711437341264062,0.02015242766479183
2015-09-21,0.029771105060035368,0.002592628301083047,0.019768425609816325
2015-09-22,0.02764361353700375,0.0026017746553964717,0.018855314828239034
2015-09-23,0.02433884467184848,0.0026018458287396947,0.016287015715878952
2015-09-24,0.024327284219118873,0.002500165129776837,0.016053127997547934
2015-09-25,0.025119495133360082,0.0023405197634065846,0.013686807689330045
2015-09-28,0.020115546745055512,0.0023864682189732684,0.01349150200299423
2015-09-29,0.019577637934364206,0.0023884587489046666,0.013496927443262998
2015-09-30,0.019635555973868304,0.002388145238740433,0.014179024578712401
2015-10-01,0.018881510441807713,0.0023421636138462715,0.012570311599676857
2015-10-02,0.01832994480695281,0.0024482046856228426,0.0122997201500415
2015-10-05,0.01827323797248239,0.002629052951376373,0.012884965062513734
2015-10-06,0.01847023724823448,0.0025942698208762955,0.01239426051304537
2015-10-07,0.01938140082146873,0.002521416527624683,0.011287311349297637
2015-10-08,0.01978383009295065,0.0025541673842100127,0.010935665797572316
2015-10-09,0.020361218001953323,0.0024980679068638987,0.010907174735191637
2015-10-12,0.02050049676508268,0.002486450084579514,0.010887168269695205
2015-10-13,0.02076885953259175,0.002486838540631755,0.010962970050263275
2015-10-14,0.020701681117463202,0.002353021987518694,0.010728559209058748
2015-10-15,0.019504460902043996,0.0024089589227021323,0.011076705303874996
2015-10-16,0.02080163630356954,0.00212892061132662,0.011081871769444888
2015-10-19,0.020950076557138698,0.002056732236929475,0.010337755775606656
2015-10-20,0.024160720258654542,0.001901438102242293,0.010332958211900226
2015-10-21,0.024170151729053783,0.0019010107086718676,0.009952476896863089
2015-10-22,0.024379449100475292,0.0019207096956950036,0.01042858606849525
2015-10-23,0.024049902024099925,0.002029854395976397,0.010462440070972604
2015-10-26,0.025371222607116092,0.001974769588145792,0.010513168658599973
2015-10-27,0.0249645204829803,0.001914053105695573,0.008366411165424954
